method,seed,iteration,episodes,wall_clock_s,exploitability
PPO,0,1681,215168,130.34435445803683,1.0473927886872814
PPO,0,1696,217088,131.47982120804954,1.237145209430368
PPO,0,1711,219008,132.5797584169777,1.0529136270722306
PPO,0,1726,220928,133.72997787501663,1.1485238936284963
PPO,0,1741,222848,134.88777645805385,1.3785572869916263
PPO,0,1756,224768,136.03897091699764,1.5692819849272892
PPO,0,1771,226688,137.37130545801483,1.606426763180262
PPO,0,1786,228608,138.49690799997188,1.6126183129277147
PPO,0,1801,230528,139.55446816701442,1.6302214158049007
PPO,0,1816,232448,140.71317995805293,1.5790012591463163
PPO,0,1831,234368,141.84971745801158,1.270759035644418
PPO,0,1846,236288,142.99637516704388,1.371735751413545
PPO,0,1861,238208,144.28387862502132,1.5464252180967384
PPO,0,1876,240128,145.4025449580513,1.4703749939051922
PPO,0,1891,242048,146.56137612496968,1.3500086564167113
PPO,0,1906,243968,148.0043594579911,1.3342121091566055
PPO,0,1921,245888,149.47192508308217,1.5257462721990354
PPO,0,1936,247808,150.63250987499487,1.528115278991351
PPO,0,1951,249728,151.86345725005958,1.4987173090907748
PPO,0,1966,251648,153.00121658307035,1.3053490054968544
PPO,0,1981,253568,154.30992541706655,1.3642998215530415
PPO,0,1996,255488,155.60698720801156,1.457941147945089
PPO,0,2011,257408,156.95508095808327,1.4726032588260052
PPO,0,2026,259328,158.1941069170134,1.5253176933416697
PPO,0,2041,261248,159.37618516699877,1.636349934139465
PPO,0,2056,263168,160.57538441708311,1.5770960555470128
PPO,0,2071,265088,161.86828816705383,1.6213803171784253
PPO,0,2086,267008,163.11910420807544,1.5985801058019962
PPO,0,2101,268928,164.26291520800442,1.624755653236059
PPO,0,2116,270848,165.42534754204098,1.5675465890147944
PPO,0,2131,272768,166.60751600004733,1.608522483875092
PPO,0,2146,274688,167.76358929206617,1.6736416391771365
PPO,0,2161,276608,168.9428374170093,1.6308222383619666
PPO,0,2176,278528,170.2487533329986,1.5495443424519086
PPO,0,2191,280448,171.52192066702992,1.5406860977534986
PPO,0,2206,282368,173.09360045799986,1.5432596056262422
PPO,0,2221,284288,174.48479474999476,1.4682196563200614
PPO,0,2236,286208,175.8909979170421,1.450133952979584
PPO,0,2251,288128,177.13770299998578,1.4292669987743296
PPO,0,2266,290048,178.63954187498894,1.515998663688166
PPO,0,2281,291968,179.78897058300208,1.4483560558953705
PPO,0,2296,293888,180.94015504198615,1.3527259541946925
PPO,0,2311,295808,182.0939461250091,1.3885366525348544
PPO,0,2326,297728,183.2545824170811,1.4270048220400866
PPO,0,2341,299648,184.41394308302552,1.1780558989736705
PPO,0,2356,301568,185.54286250006407,1.278111424391711
PPO,0,2371,303488,186.66733333305456,1.3218001777610837
PPO,0,2386,305408,187.80222529207822,1.2199006808218393
PPO,0,2401,307328,188.94500979199074,1.468011980774592
PPO,0,2416,309248,190.08256995806005,1.3613270362581869
PPO,0,2431,311168,191.21418216708116,1.202815076977085
PPO,0,2446,313088,192.34328799997456,1.5794093482232827
PPO,0,2461,315008,193.46663129201625,1.583714142016563
PPO,0,2476,316928,194.6066980420146,1.4759370294682361
PPO,0,2491,318848,195.73650258302223,1.4781257003059096
PPO,0,2506,320768,196.8692787080072,1.552352051112494
PPO,0,2521,322688,198.0059928749688,1.4643945340119786
PPO,0,2536,324608,199.13170762499794,1.4683606239024976
PPO,0,2551,326528,200.26300954201724,1.4658667508820704
PPO,0,2566,328448,201.39425495802425,1.559919532075062
PPO,0,2581,330368,202.529904874973,1.5698537426986134
PPO,0,2596,332288,203.66705883305985,1.5368317053826877
PPO,0,2611,334208,204.86919916700572,1.3339945279035752
PPO,0,2626,336128,206.03811225004029,1.3757337022465699
PPO,0,2641,338048,207.24063920800108,1.3579100079316193
PPO,0,2656,339968,208.43458187498618,1.5865577312241004
PPO,0,2671,341888,209.64121695805807,1.829200739274731
PPO,0,2686,343808,210.84466625005007,1.6376433048797328
PPO,0,2701,345728,212.04156174999662,1.517110388482894
PPO,0,2716,347648,213.3936988330679,1.5298320236072893
PPO,0,2731,349568,214.9167727919994,1.5678669803936893
PPO,0,2746,351488,216.12997533299495,1.8248929728631944
PPO,0,2761,353408,217.3131679170765,1.6439853016075086
PPO,0,2776,355328,218.5105206250446,1.6833977584418616
PPO,0,2791,357248,219.68654754199088,1.4512525684950748
PPO,0,2806,359168,220.82769779197406,1.3481257655970325
PPO,0,2821,361088,221.9009657080751,1.3992376235876494
PPO,0,2836,363008,222.97489237505943,1.4303942068812814
PPO,0,2851,364928,224.06764312507585,1.299076981557577
PPO,0,2866,366848,225.16840604203753,1.3272077176970924
PPO,0,2881,368768,226.26150650007185,1.3302237461811774
PPO,0,2896,370688,227.438501458033,1.3628491916712528
PPO,0,2911,372608,228.8522556250682,1.3866009426192574
PPO,0,2926,374528,230.26455929200165,1.2412687422265352
PPO,0,2941,376448,231.52544395800214,1.2134593744684818
PPO,0,2956,378368,232.77473195805214,1.2817015125524747
PPO,0,2971,380288,233.94310666702222,1.3597690983774868
PPO,0,2986,382208,235.1088662080001,1.355660413044088
PPO,0,3000,384000,236.3954472920159,1.362049225755849
